filename,sp_lat_1,sp_lat_2,origin_lat,origin_lon,tl_lat,tl_lon,bl_lat,bl_lon,tr_lat,tr_lon,br_lat,br_lon
00285COPTERIYLY4L.PDF,45.0,33.0,40.6279722222222,-74.2095555555556,41.0891781,-74.6181230,40.1408331,-74.6125658,41.0891780,-73.8009628,40.1408330,-73.8065203
00285COPTERID22L.PDF,45.0,33.0,40.7645,-74.1198055555556,41.0929378,-74.5918887,40.1445982,-74.5854673,41.0933696,-73.7746815,40.1450245,-73.7793760
06823G6.PDF,45.0,33.0,39.204,-74.6893055555555,39.5833213,-75.0876338,38.6343900,-75.0823305,39.5833111,-74.2879799,38.6343799,-74.2933231
06383R6.PDF,45.0,33.0,40.2023888888889,-74.495,40.7057602,-74.8413362,39.7572004,-74.8366512,40.7053521,-74.0287098,39.7567976,-74.0350174
06383R24.PDF,45.0,33.0,40.2023888888889,-74.495,40.7853506,-74.6530122,39.8368259,-74.6508723,40.7836578,-73.8394599,39.8351552,-73.8483373
06383V24.PDF,45.0,33.0,40.2023888888889,-74.495,40.7707532,-74.6529788,39.8222209,-74.6508398,40.7690607,-73.8395984,39.8205505,-73.8484721
06709RA.PDF,45.0,33.0,40.5824444444444,-75.10925,40.9614575,-75.4645669,40.0130347,-75.4597429,40.9611002,-74.6489242,40.0126821,-74.6551738
06709RB.PDF,45.0,33.0,40.6173888888889,-74.9363333333333,41.0317111,-75.3049126,40.0833279,-75.2999035,41.0314412,-74.4884350,40.0830615,-74.4945220
05803R7.PDF,45.0,33.0,40.4788888888889,-75.1366666666667,40.8734153,-75.4614746,39.9249421,-75.4570703,40.8728539,-74.6468743,39.9243881,-74.6535156
05803R25.PDF,45.0,33.0,40.6077777777778,-74.9022222222222,40.9517200,-75.3857678,40.0032977,-75.3792038,40.9522356,-74.5702353,40.0038066,-74.5747420
05803V7.PDF,45.0,33.0,40.5505555555556,-75.0773888888889,40.9123830,-75.4833934,39.9639347,-75.4778851,40.9123726,-74.6683291,39.9639244,-74.6738789
05374R10.PDF,45.0,33.0,40.398,-74.7756388888889,40.8143985,-75.0949863,39.8658934,-75.0906597,40.8138024,-74.2810826,39.8653050,-74.2877828
05374R28.PDF,45.0,33.0,40.4000555555556,-74.544,40.7948476,-75.0550321,39.8463412,-75.0481105,40.7955566,-74.2413513,39.8470410,-74.2454505
05374VA.PDF,44.6666666666667,39.3333333333333,40.5830277777778,-74.74175,40.9404312,-75.1455255,39.9962266,-75.1397353,40.9404148,-74.3334209,39.9962105,-74.3392764
05075R4.PDF,45.0,33.0,40.5045555555556,-74.792,40.9092669,-75.1970772,39.9608168,-75.1915818,40.9092503,-74.3820498,39.9608004,-74.3876114
05075R22.PDF,45.0,33.0,40.6561388888889,-74.6794722222222,40.9915080,-75.0856400,40.0431047,-75.0801232,40.9914955,-74.2696391,40.0430924,-74.2752056
05075V4.PDF,44.6666666666667,39.3333333333333,40.5830277777778,-74.74175,40.9701622,-75.1489036,40.0259497,-75.1430623,40.9701687,-74.3364266,40.0259562,-74.3422417
05045R11.PDF,45.0,33.0,40.2224166666667,-74.71625,40.6500026,-75.1222035,39.7014181,-75.1167165,40.6500024,-74.3102292,39.7014179,-74.3157172
05045R29.PDF,44.6666666666667,39.3333333333333,40.2023888888889,-74.495,40.5967515,-74.8190188,39.6526543,-74.8143965,40.5961768,-74.0111956,39.6520880,-74.0180973
05045V29.PDF,44.6666666666667,39.3333333333333,40.2023888888889,-74.4950277777778,40.6227027,-74.8990896,39.6785997,-74.8933231,40.6227026,-74.0909410,39.6785996,-74.0967078
05080R12.PDF,45.0,33.0,40.6582777777778,-74.7953055555556,41.0747950,-75.1611155,40.1264394,-75.1561410,41.0745046,-74.3441281,40.1261527,-74.3502635
05080R30.PDF,45.0,33.0,40.5988055555556,-74.5680833333333,40.9846395,-74.9745139,40.0362323,-74.9689941,40.9846291,-74.1585944,40.0362220,-74.1641557
05080V8.PDF,45.6666666666667,40.3333333333333,40.5830277777778,-74.74175,40.9871330,-75.1468387,40.0434813,-75.1409180,40.9871252,-74.3345224,40.0434736,-74.3404743
05412R3.PDF,45.0,33.0,41.0907222222222,-74.6643333333333,41.5005330,-75.0367010,40.5524623,-75.0316062,41.5002700,-74.2146231,40.5522027,-74.2207761
00890IL19.PDF,45.0,33.0,40.9299722222222,-74.0536666666667,41.3861455,-74.4839906,40.4379956,-74.4781125,41.3862813,-73.6632843,40.4381297,-73.6686168
00890IZLZ6.PDF,45.0,33.0,40.8044444444444,-74.1325,41.2468908,-74.7943802,40.2986610,-74.7853572,41.2486074,-73.9753340,40.3003554,-73.9774766
00890RRZ6.PDF,45.0,33.0,40.8071944444444,-74.1503611111111,41.2328511,-74.8136684,40.2846123,-74.8046278,41.2345781,-73.9947898,40.2863168,-73.9969103
00890RRZ19.PDF,41.3333333333333,33.3333333333333,40.9300555555556,-74.0536666666667,41.3439227,-74.6539298,40.3999641,-74.6460739,41.3451745,-73.8375765,40.4012011,-73.8404046
00890R1.PDF,45.0,33.0,40.7995,-74.1075555555555,40.9814546,-74.3203306,40.5073152,-74.3188759,40.9814846,-73.9123906,40.5073449,-73.9137249
00890R24.PDF,45.0,33.0,40.9185833333333,-73.9839166666667,41.3976250,-74.5740471,40.4494924,-74.5659847,41.3988473,-73.7531982,40.4506989,-73.7563503
00890RX6.PDF,45.0,33.0,40.8021388888889,-74.1587222222222,41.2307556,-74.7855673,40.2825127,-74.7770239,41.2322346,-73.9667144,40.2839725,-73.9693314
00890RX19.PDF,45.0,33.0,40.8578611111111,-74.0589444444444,41.3447782,-74.4666220,40.3965987,-74.4610565,41.3447617,-73.6464123,40.3965824,-73.6520441
00890RY6.PDF,44.6666666666667,39.3333333333333,40.8038611111111,-74.13325,41.2486206,-74.7814743,40.3043610,-74.7721350,41.2503490,-73.9654875,40.3060641,-73.9679046
